employee_id,employee_name,department,course_name,assigned_date,due_date,completion_date,status
1241,Divya Joshi,Marketing,Leadership Fundamentals,2025-05-23,2025-06-19,2025-05-30,Completed
1012,Aadhya Desai,Marketing,Workplace Safety,2025-05-31,2025-06-14,2025-06-03,Completed
1157,Priya Sinha,Finance,SQL Fundamentals,2025-05-22,2025-07-01,,Pending
1186,Harish Joshi,Finance,Anti-Harassment Training,2025-05-03,2025-05-23,,COMPLETED
1246,Deepak Sharma,Marketing,Project Management,2025-07-11,2025-08-18,,Pending
1326,Pallavi Singh,Operations,Communication Skills,2025-06-01,2025-06-22,,Pending
1085,Ayaan Pandey,HR,Leadership Fundamentals,2025-08-20,2025-09-26,2025-08-24,Completed
1294,Arjun Ghosh,HR,SQL Fundamentals,2025-08-17,2025-09-23,,Pending
1076,Rohit Mehta,Operations,Project Management,2025-11-29,2026-01-08,2025-12-09,Completed
1161,Tanya Singh,HR,Communication Skills,2025-12-04,2026-01-03,2025-12-05,Completed
1218,Harish Bhat,Operations,Leadership Fundamentals,2025-05-25,2025-06-12,2025-06-07,Completed
1283,Harish Trivedi,Sales,Leadership Fundamentals,2025-07-27,2025-08-31,,Pending
1082,Arun Sharma,,Data Security Awareness,2025-05-20,2025-06-24,2025-05-21,Completed
1218,Harish Bhat,Operations,Workplace Safety,2025-12-11,2026-01-11,2025-12-12,Completed
1190,Divya Sharma,IT,Anti-Harassment Training,2025-10-12,2025-11-09,2025-10-16,Completed
1155,Sneha Pillai,Marketing,Anti-Harassment Training,2025-09-02,2025-09-30,2025-09-07,Completed
1095,Shruti Deshpande,Operations,Workplace Safety,2025-12-22,2026-01-16,2025-12-27,Completed
1211,Kiran Mishra,Sales,Excel for Business,2025-08-28,2025-10-05,2025-09-05,Completed
1064,Gaurav Singh,HR,Customer Service Excellence,2025-08-11,2025-09-10,2025-08-20,Completed
1158,Deepak Joshi,Operations,Customer Service Excellence,2026-01-04,2026-01-17,,Pending
1093,Sneha Banerjee,Operations,Data Security Awareness,2025-11-06,2025-11-21,2025-11-10,Completed
1051,Sara Trivedi,Marketing,Project Management,2025-10-09,2025-11-11,2025-10-23,Completed
1270,Aadhya Mehta,HR,Data Security Awareness,2025-06-29,2025-07-28,2025-07-05,Completed
1225,Gaurav Banerjee,HR,Python Basics,2025-06-23,2025-07-29,2025-07-11,Completed
1162,Aarav Shah,Finance,Python Basics,2025-10-16,2025-11-21,,Pending
1215,Vivaan Das,Finance,SQL Fundamentals,2025-12-07,2026-01-14,2025-12-12,Completed
1267,Pallavi Sharma,Finance,Customer Service Excellence,2026-01-17,2026-02-14,2026-01-18,Completed
1182,Sneha Kumar,IT,Anti-Harassment Training,2025-12-15,2025-12-25,2025-12-16,Completed
1264,Shruti Mukherjee,Sales,Leadership Fundamentals,2026-01-27,2026-02-23,,Pending
1248,Sara Banerjee,marketing,Project Management,2025-08-23,2025-09-21,2025-08-30,Completed
1238,Sachin Ghosh,IT,SQL Fundamentals,2025-04-23,2025-05-14,,Pending
1200,Sachin Nair,Operations,Project Management,2026-01-23,2026-02-11,,Pending
1111,Priya Modi,HR,Project Management,2025-10-11,2025-11-02,2025-10-20,Completed
1230,Shruti Banerjee,Finance,Project Management,2025-10-27,2025-11-26,2025-11-10,Completed
1029,Shruti Singh,Finance,Excel for Business,2025-08-04,2025-08-28,2025-08-18,Completed
1177,Kavya Kulkarni,Finance,SQL Fundamentals,2025-05-13,2025-06-21,2025-05-25,Completed
1169,Ananya Desai,IT,Python Basics,2025-05-28,2025-06-28,2025-06-16,Completed
1165,Rohit Sinha,IT,Customer Service Excellence,2025-09-13,2025-09-27,2025-09-22,Completed
1202,Swati Iyer,IT,Communication Skills,2026-01-15,2026-02-14,,Pending
1069,Nandini Rao,IT,Python Basics,2025-04-10,2025-05-23,2025-04-19,Completed
1033,Reyansh Mukherjee,IT,Data Security Awareness,2025-09-09,2025-10-03,2025-09-17,Completed
1031,Harish Kulkarni,Finance,Project Management,2026-01-18,2026-02-09,,Pending
1092,Divya Verma,Finance,Workplace Safety,2025-07-14,2025-08-03,2025-07-19,Completed
1239,Rahul Sen,Finance,Project Management,2025-06-24,2025-08-01,2025-07-09,COMPLETED
1237,Rohit Deshpande,HR,Communication Skills,2025-07-12,2025-08-10,2025-07-23,Completed
1192,Varun Iyer,Operations,Workplace Safety,2025-12-30,2026-01-15,2025-12-31,Completed
1204,Diya Ghosh,Operations,Data Security Awareness,2025-08-30,2025-09-29,2025-09-10,Completed
1043,Neha Bhat,IT,Excel for Business,2026-02-13,2026-03-25,,Pending
1071,Harish Saxena,Operations,SQL Fundamentals,2025-05-18,2025-06-22,2025-05-26,Completed
1228,Neha Das,Sales,Workplace Safety,2026-01-15,2026-02-10,2026-01-18,Completed
1065,Neha Mukherjee,HR,Excel for Business,2025-09-24,2025-10-13,2025-10-07,Completd
1199,Nandini Chopra,Operations,Python Basics,2025-12-14,2026-01-13,2025-12-27,Completed
1195,Lakshmi Joshi,HR,Customer Service Excellence,2025-09-07,2025-09-26,2025-09-15,Completed
1179,Shruti Saxena,Marketing,Python Basics,2026-02-13,2026-03-22,2026-02-27,Completed
1149,Nandini Chopra,IT,Customer Service Excellence,2025-07-01,2025-07-14,2025-07-07,Completed
1015,Varun Banerjee,IT,Customer Service Excellence,04/07/2025,2025-08-04,2025-07-08,pending
1138,Lakshmi Trivedi,Finance,Leadership Fundamentals,2025-08-15,2025-09-19,2025-08-23,Completed
1121,Reyansh Chopra,Operations,SQL Fundamentals,2025-11-08,2025-12-13,,Pending
1266,Priya Iyer,Operations,Data Security Awareness,2025-12-23,2026-01-10,2025-12-30,Completed
1291,Aadhya Mukherjee,IT,Anti-Harassment Training,2025-08-01,2025-08-14,2025-08-02,Completed
1170,Arun Deshpande,Finance,Python Basics,2025-11-08,2025-12-12,2025-11-24,Completed
1194,Suresh Iyer,Finance,Workplace Safety,2026-02-18,2026-03-06,,Pending
1281,Tanya Chopra,Operations,Python Basics,2025-08-24,2025-10-04,2025-09-05,Completed
1311,Sunita Joshi,Sales,SQL Fundamentals,2025-07-29,2025-08-27,2025-08-06,Completed
1072,Ayaan Kulkarni,IT,Anti-Harassment Training,2025-07-07,2025-07-16,2025-07-13,Completed
1322,Sneha Gupta,Finance,Python Basics,2025-11-23,2025-12-29,2025-12-03,Completed
1245,Swati Deshpande,IT,Communication Skills,2025-11-02,2025-12-06,,Pending
1004,Krishna Nair,Finance,Excel for Business,2025-06-20,2025-07-15,2025-06-30,Completed
1280,Rajesh Sinha,Operations,Python Basics,2025-08-20,2025-10-01,2025-09-04,Completed
1327,Harish Reddy,Sales,Data Security Awareness,2025-12-04,2025-12-16,2025-12-11,Completed
1186,Harish Joshi,Finance,Workplace Safety,2025-09-07,2025-10-06,2025-09-14,Completed
1144,Rekha Modi,HR,Workplace Safety,2025-10-25,2025-11-15,2025-10-30,Completd
1089,Sai Trivedi,Operations,Workplace Safety,2025-10-20,2025-11-22,,Pending
1025,Neha Gupta,Sales,Excel for Business,2025-05-27,2025-07-01,,Pending
1186,Harish Joshi,Finance,Workplace Safety,2025-12-23,2026-01-23,,Pending
1166,Krishna Tiwari,Operations,Customer Service Excellence,2025-08-06,2025-09-03,,Pending
1172,Sachin Deshpande,IT,Excel for Business,2026-02-01,2026-02-21,,Pending
1052,Deepak Shah,Operations,Project Management,2025-09-15,2025-10-22,,Pending
1286,Arjun Kulkarni,IT,Excel for Business,2025-11-02,2025-11-25,2025-11-08,Completed
1279,Ananya Modi,Finance,Anti-Harassment Training,2025-07-18,2025-08-04,2025-07-19,Completed
1223,Rekha Sinha,IT,Python Basics,2026-01-26,2026-02-17,2026-02-10,Completed
1245,Swati Deshpande,IT,Project Management,2025-05-27,2025-06-25,2025-06-11,Completed
1111,Priya Modi,HR,Leadership Fundamentals,2025-08-04,2025-08-27,,Pending
1056,Jyoti Banerjee,Marketing,Anti-Harassment Training,2025-10-02,2025-10-26,2025-10-09,Completed
1129,Vihaan Sharma,IT,Python Basics,2025-04-10,2025-05-21,,Pending
1207,Mohan Chopra,IT,SQL Fundamentals,2025-04-17,2025-05-27,2025-04-29,Completed
1337,Harish Verma,Operations,Data Security Awareness,2025-07-31,2025-08-20,2025-08-06,Completed
1023,Aditya Shah,HR,Python Basics,2026-02-21,2026-04-05,2026-03-10,Completed
1319,Sunita Malhotra,IT,Workplace Safety,2025-12-29,2026-01-15,,Pending
1339,Rekha Patel,Sales,Communication Skills,2025-04-04,2025-04-30,,Pending
1318,Rahul Pillai,I.T.,Python Basics,2025-09-01,2025-09-24,,Pending
1167,Arjun Chopra,HR,Excel for Business,2025-08-30,2025-09-22,,Pending
1333,Manish Pillai,IT,Anti-Harassment Training,2025-11-10,2025-12-09,2025-11-15,Completed
1018,Tanya Saxena,Sales,Communication Skills,2025-04-17,2025-05-09,,Pending
1046,Harish Kumar,Finance,Leadership Fundamentals,2025-11-27,2026-01-04,2025-12-05,Completed
1303,Tanya Mukherjee,Sales,Project Management,2025-11-02,2025-11-24,,Pending
1238,Sachin Ghosh,IT,Python Basics,2025-12-15,2026-01-07,2025-12-28,Completed
1143,Vihaan Kumar,Sales,SQL Fundamentals,2026-01-05,2026-02-14,2026-01-17,Completed
1329,Priya Das,Sales,Data Security Awareness,26/04/2025,2025-05-28,2025-04-29,Completed
1185,Aarav Saxena,HR,Leadership Fundamentals,2026-02-22,2026-03-13,2026-03-04,Completed
1252,Rohit Modi,Sales,Excel for Business,2026-02-15,2026-03-13,2026-02-21,Completed
1009,Aadhya Patel,Finance,Workplace Safety,2025-05-26,2025-06-10,2025-05-27,Completed
1154,Mohan Malhotra,Sales,Anti-Harassment Training,2026-01-29,2026-02-28,2026-02-06,Completed
1048,Rahul Sen,Sales,Project Management,2025-11-17,2025-12-21,,Pending
1337,Harish Verma,Operations,Anti-Harassment Training,2025-08-11,2025-08-25,2025-08-12,Completed
1051,Sara Trivedi,Marketing,Project Management,2025-08-22,2025-09-16,2025-08-30,Completed
1100,Amit Patel,IT,Project Management,2025-07-02,2025-08-02,,Pending
1319,Sunita Malhotra,IT,SQL Fundamentals,2025-07-23,2025-08-09,,Pending
1258,Aadhya Das,Finance,Customer Service Excellence,2026-02-07,2026-03-12,2026-02-15,Completed
1177,Kavya Kulkarni,Finance,Workplace Safety,2025-11-22,2025-12-08,2025-11-23,Completed
1306,Kavya Banerjee,Marketing,Anti-Harassment Training,2025-04-25,2025-05-16,2025-04-28,Completed
1051,Sara Trivedi,Marketing,SQL Fundamentals,2025-08-11,2025-09-01,2025-08-24,Completed
1149,Nandini Chopra,IT,Project Management,2025-06-26,2025-08-02,2025-07-09,Completed
1100,Amit Patel,IT,Customer Service Excellence,2025-11-08,2025-12-05,,COMPLETED
1345,Manish Reddy,Sales,Leadership Fundamentals,2025-05-30,2025-06-21,,Pending
1017,Ishaan Pillai,HR,Excel for Business,2025-08-14,2025-09-09,2025-08-23,Completed
1231,Aarav Das,Operations,Communication Skills,2025-06-05,2025-07-02,,Pending
1344,Nandini Rao,Sales,SQL Fundamentals,2025-07-19,2025-08-14,,Pending
1249,Rekha Malhotra,Marketing,Excel for Business,2025-10-31,2025-11-22,2025-11-07,Completed
1105,Aadhya Singh,Marketing,Anti-Harassment Training,2025-04-14,2025-05-02,,Pending
1269,Harish Banerjee,HR,Excel for Business,2026-02-10,2026-03-13,,Pending
1174,Krishna Sinha,IT,Project Management,2026-01-23,2026-03-04,2026-02-03,Completed
1213,Vikram Deshpande,Finance,Workplace Safety,2025-04-05,2025-04-30,2025-04-08,Completed
1324,Jyoti Kumar,HR,Project Management,2025-10-20,2025-11-29,2025-10-31,Completed
1155,Sneha Pillai,Marketing,Communication Skills,2025-11-02,2025-12-09,2025-11-07,Completed
1277,Swati Banerjee,Operations,Workplace Safety,2025-05-18,2025-06-14,2025-05-19,Completed
1340,Pooja Mukherjee,IT,Project Management,2025-07-29,2025-09-01,,Pending
1137,Sunita Kulkarni,Sales,SQL Fundamentals,2026-01-31,2026-03-11,,Pending
1182,Sneha Kumar,IT,Data Security Awareness,2025-04-02,2025-04-22,2025-04-07,completed
1259,Ishaan Patel,Sales,Communication Skills,2025-09-01,2025-09-27,,Pending
1160,Sunita Malhotra,Operations,Anti-Harassment Training,2026-01-11,2026-01-21,2026-01-14,Completed
1194,Suresh Iyer,Finance,Python Basics,2025-06-25,2025-08-01,2025-07-11,Completed
1014,Aarav Verma,IT,Project Management,2025-11-25,2025-12-18,2025-12-07,Completed
1233,Arjun Saxena,Sales,Customer Service Excellence,2025-11-07,2025-11-24,2025-11-19,Completed
1262,Sunita Ghosh,Marketing,Project Management,2025-04-22,2025-05-15,2025-04-30,Completed
1339,Rekha Patel,Sales,Python Basics,2025-10-01,2025-11-04,2025-10-13,Completed
1117,Pranav Kumar,Operations,Python Basics,2026-02-07,2026-03-08,2026-02-23,Completed
1346,Vikram Banerjee,Finance,Communication Skills,2025-06-23,2025-07-17,,Pending
1217,Kavya Singh,HR,Leadership Fundamentals,2025-06-16,2025-07-18,,Pending
1118,Nandini Nair,IT,Leadership Fundamentals,2025-04-27,2025-05-18,2025-05-01,Completed
1167,Arjun Chopra,HR,Excel for Business,2025-07-02,2025-07-20,2025-07-13,Completed
1079,Nitin Das,HR,Anti-Harassment Training,2025-11-25,2025-12-17,2025-11-26,Completed
1094,Sara Das,Sales,Leadership Fundamentals,2025-04-20,2025-05-19,2025-04-26,Completed
1289,Arun Gupta,HR,Customer Service Excellence,2025-12-04,2025-12-31,2025-12-06,Completed
1233,Arjun Saxena,Sales,Anti-Harassment Training,2025-06-02,2025-06-22,2025-06-03,COMPLETED
1287,Priya Bhat,Sales,Python Basics,2025-07-01,2025-07-27,,Pending
1349,Aarav Ghosh,Sales,Python Basics,2026-01-13,2026-02-24,,Pending
1091,Krishna Modi,IT,SQL Fundamentals,2025-04-02,2025-05-05,,Pending
1220,Nandini Saxena,Operations,Anti-Harassment Training,2025-10-30,2025-11-10,2025-11-04,Completed
1061,Ayaan Iyer,Sales,Leadership Fundamentals,2025-05-18,2025-06-12,2025-05-26,Completed
1246,Deepak Sharma,Marketing,Workplace Safety,2025-10-18,2025-11-08,2025-10-28,Completed
1290,Krishna Iyer,Finance,Workplace Safety,2025-09-12,2025-09-26,2025-09-13,Completed
1294,Arjun Ghosh,HR,Leadership Fundamentals,2025-12-01,2025-12-30,2025-12-12,Completed
1048,Rahul Sen,Sales,Python Basics,2026-01-29,2026-03-12,2026-02-11,Completed
1257,Nandini Deshpande,Marketing,Data Security Awareness,2026-02-12,2026-03-10,2026-02-17,Completed
1221,Vivaan Rao,Finance,SQL Fundamentals,2025-06-05,2025-06-28,,Pending
1320,Amit Mukherjee,HR,Python Basics,2025-09-12,2025-10-04,2025-09-27,Completed
1236,Pranav Deshpande,Operations,Customer Service Excellence,2026-02-02,2026-02-27,2026-02-09,Completed
1337,Harish Verma,Operations,Python Basics,2025-06-30,2025-07-28,,PENDING
1168,Suresh Kulkarni,IT,Communication Skills,2025-05-15,2025-05-29,,Pending
1235,Sachin Rao,IT,Anti-Harassment Training,2025-10-15,2025-11-05,2025-10-18,Completed
1194,Suresh Iyer,Finance,Anti-Harassment Training,2025-05-31,2025-06-18,2025-06-02,Completed
1235,Sachin Rao,IT,Communication Skills,2025-09-05,2025-10-10,2025-09-16,Completed
1033,Reyansh Mukherjee,IT,Project Management,2025-05-19,2025-06-18,2025-05-26,Completed
1033,Reyansh Mukherjee,IT,Leadership Fundamentals,2025-11-14,2025-12-11,2025-11-23,Completed
1106,Aditya Saxena,IT,SQL Fundamentals,2026-02-01,2026-03-03,2026-02-11,Completed
1006,Rekha Banerjee,IT,Communication Skills,2025-10-05,2025-11-07,2025-10-10,Pendig
1030,Aditya Mishra,IT,Communication Skills,2025-05-17,2025-06-01,2025-05-24,Completed
1223,Rekha Sinha,IT,Leadership Fundamentals,2025-07-23,2025-08-27,2025-07-29,Completd
1175,Ayaan Nair,Finance,Anti-Harassment Training,2025-12-09,2026-01-03,2025-12-10,Completed
1313,Deepak Patel,IT,Customer Service Excellence,2025-05-12,2025-06-03,2025-05-13,Completed
1101,Rekha Mishra,IT,Workplace Safety,2025-11-30,2025-12-19,2025-12-01,Completed
1233,Arjun Saxena,Sales,Anti-Harassment Training,2025-08-31,2025-09-16,2025-09-05,Completed
1282,Nitin Bhat,HR,Python Basics,2026-01-16,2026-02-07,2026-01-29,Completed
1300,Tanya Mukherjee,IT,Data Security Awareness,2025-12-18,2026-01-02,2025-12-24,Completed
1001,Nitin Rao,Sales,Communication Skills,2025-05-18,2025-06-15,,Pending
1004,Krishna Nair,Finance,SQL Fundamentals,2025-08-07,2025-09-04,2025-08-22,Completed
1326,Pallavi Singh,Operations,Workplace Safety,2025-12-13,2025-12-23,2025-12-15,Completed
1240,Varun Kulkarni,IT,Leadership Fundamentals,2025-06-30,2025-07-20,,Pending
1143,Vihaan Kumar,Sales,Data Security Awareness,2025-05-12,2025-06-06,,Pending
1089,Sai Trivedi,Operations,Python Basics,2025-09-07,2025-10-16,,Pending
1335,Harish Pandey,IT,Leadership Fundamentals,2026-02-13,2026-03-08,2026-02-24,Completed
1279,Ananya Modi,Finance,Anti-Harassment Training,2025-07-17,2025-07-31,2025-07-18,Completed
1348,Arjun Saxena,IT,SQL Fundamentals,2025-08-10,2025-09-17,2025-08-20,Completed
1311,Sunita Joshi,Sales,Customer Service Excellence,2025-04-09,2025-04-22,2025-04-16,Completed
1179,Shruti Saxena,Marketing,Data Security Awareness,2025-06-26,2025-07-28,2025-07-01,Completed
1190,Divya Sharma,IT,Communication Skills,2026-02-02,2026-03-11,2026-02-08,Completed
1123,Arun Desai,HR,SQL Fundamentals,2026-02-09,2026-03-09,2026-02-21,Completed
1218,Harish Bhat,Operations,Communication Skills,2025-09-01,2025-09-17,2025-09-02,Completed
1234,Swati Malhotra,Sales,Data Security Awareness,2025-07-06,2025-07-21,2025-07-13,Completed
1272,Vihaan Chopra,Operations,Excel for Business,2025-04-13,2025-05-06,2025-04-23,Completed
1319,Sunita Malhotra,IT,Anti-Harassment Training,2025-08-01,2025-08-23,,Pending
1231,Aarav Das,Operations,Customer Service Excellence,2025-07-06,2025-07-21,2025-07-13,Completed
1080,Ishaan Pandey,IT,Leadership Fundamentals,2025-06-14,2025-07-14,2025-06-24,Completed
1183,Sai Banerjee,Marketing,Workplace Safety,2025-06-24,2025-07-08,2025-06-25,Completed
1114,Sachin Banerjee,Operations,Leadership Fundamentals,2025-12-04,2026-01-03,2025-12-08,Completed
1334,Sunita Sinha,IT,Leadership Fundamentals,2026-01-24,2026-02-15,2026-02-09,Completed
1079,Nitin Das,HR,SQL Fundamentals,2025-10-17,2025-11-04,2025-10-25,Completed
1030,Aditya Mishra,IT,Workplace Safety,2026-02-16,2026-03-20,2026-02-20,Completed
1136,Neha Sinha,HR,Communication Skills,2025-12-09,2026-01-15,2025-12-12,Completed
1141,Vihaan Kumar,Marketing,Customer Service Excellence,2025-08-26,2025-09-09,2025-08-28,Completed
1187,Nitin Sinha,Operations,Leadership Fundamentals,2025-12-18,2026-01-20,,Pending
1035,Nitin Pandey,Marketing,Leadership Fundamentals,2025-07-27,2025-09-02,2025-07-28,Completed
1081,Tanya Verma,Operations,Data Security Awareness,2025-11-02,2025-12-02,2025-11-07,Completed
1010,Divya Das,Finance,Workplace Safety,2025-08-15,2025-09-14,2025-08-16,Completed
1017,Ishaan Pillai,HR,Leadership Fundamentals,2025-05-29,2025-06-28,2025-06-03,Completed
1096,Deepak Pandey,Sales,Project Management,2025-11-15,2025-12-26,2025-11-28,Completed
1128,Divya Nair,Operations,Anti-Harassment Training,2025-08-25,2025-09-26,2025-08-29,Completed
1238,Sachin Ghosh,IT,Project Management,2025-11-10,2025-12-06,2025-11-23,Completed
1162,Aarav Shah,Finance,SQL Fundamentals,2025-09-20,2025-10-26,,Pending
1017,Ishaan Pillai,HR,Leadership Fundamentals,2025-06-06,2025-06-30,2025-06-09,Completed
1154,Mohan Malhotra,Sales,Communication Skills,2025-10-30,2025-12-04,,Pending
1266,Priya Iyer,Operations,Project Management,2025-11-27,2025-12-21,,Pending
1348,Arjun Saxena,IT,Python Basics,2025-05-14,2025-06-25,2025-05-25,Completed
1252,Rohit Modi,Sales,Anti-Harassment Training,2025-07-11,2025-07-25,2025-07-14,Completed
1123,Arun Desai,HR,Workplace Safety,2025-10-29,2025-11-23,2025-10-30,Completed
1291,Aadhya Mukherjee,IT,Excel for Business,2026-01-10,2026-01-28,,Pending
1057,Rekha Sen,IT,Project Management,2025-08-11,2025-09-10,2025-08-21,Completed
1202,Swati Iyer,IT,Anti-Harassment Training,2025-12-13,2025-12-23,2025-12-14,Completed
1153,Swati Gupta,IT,Project Management,2025-11-06,2025-11-28,2025-11-15,Completed
1126,Sunita Chopra,Sales,Workplace Safety,2026-01-12,2026-01-29,2026-01-15,Completed
1194,Suresh Iyer,Finance,Project Management,2025-09-28,2025-10-18,,Pending
1321,Kavya Ghosh,Sales,Customer Service Excellence,2025-08-14,2025-08-31,,Pending
1154,Mohan Malhotra,Sales,Customer Service Excellence,2026-02-03,2026-03-09,2026-02-09,Completed
1309,Sachin Sen,Operations,Data Security Awareness,2025-11-10,2025-12-06,,Pending
1017,Ishaan Pillai,HR,Workplace Safety,2025-05-24,2025-06-22,2025-05-26,Completed
1235,Sachin Rao,IT,Workplace Safety,2026-01-12,2026-01-23,2026-01-18,Completed
1087,Vihaan Chopra,Operations,Anti-Harassment Training,2026-02-16,2026-02-28,,Pending
1032,Sai Mishra,IT,Project Management,2025-06-19,2025-07-31,2025-07-07,Completed
1035,Nitin Pandey,Marketing,Leadership Fundamentals,2025-12-15,2026-01-14,,Pending
1153,Swati Gupta,IT,Workplace Safety,2025-06-17,2025-07-17,2025-06-24,Completed
1131,Ananya Ghosh,Sales,Anti-Harassment Training,2025-06-01,2025-06-16,2025-06-06,Completed
1154,Mohan Malhotra,Sales,Communication Skills,2025-04-03,2025-04-24,,Pending
1225,Gaurav Banerjee,HR,Leadership Fundamentals,2025-09-21,2025-10-15,2025-09-26,Completed
1184,Kavya Reddy,Operations,Workplace Safety,2025-08-14,2025-09-04,2025-08-20,Completed
1143,Vihaan Kumar,Sales,Communication Skills,2025-10-01,2025-11-04,,Pending
1033,Reyansh Mukherjee,IT,Anti-Harassment Training,2025-12-27,2026-01-18,2025-12-28,Completed
